,LINK_ID,store_name,store_addr,lat_x,lot_x,도로_x,layer,path,지역,구로구,동,도로_y,유동인구_평균,lat_y,lot_y,일자,요일,도로명,링크아이디,시점명,종점명,방향,거리,차선수,기능유형구분,도심/외곽구분,권역구분,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
5522,1130000600,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,37.54145556,126.948819,마포대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,마포대로,20724,37.54145556,126.948819,20210705,월,마포대로,1130000600,마포역,마포우체국,하행,573,6,주간선도로,외곽,마포구,35.3,35.56,36.12,34.91,36.26,37.87,31.95,22.54,13.06,10.15,15.13,21.81,27.34,21.21,20.22,16.56,26.72,24.48,14.43,23.67,30.16,29.59,31.95,33.9
5529,1130000600,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,37.54145556,126.948819,마포대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,마포대로,20724,37.54145556,126.948819,20210712,월,마포대로,1130000600,마포역,마포우체국,하행,573,6,주간선도로,외곽,마포구,36.49,38.33,36.42,36.83,42.46,35.62,33.28,23.81,12.92,11.07,11.21,23.29,29.51,23.0,23.18,27.74,31.55,24.71,23.67,27.65,30.91,30.3,32.75,35.09
5536,1130000600,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,37.54145556,126.948819,마포대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,마포대로,20724,37.54145556,126.948819,20210719,월,마포대로,1130000600,마포역,마포우체국,하행,573,6,주간선도로,외곽,마포구,37.0,32.47,42.64,41.38,35.44,35.61,31.26,28.4,17.25,13.27,23.29,20.77,27.28,25.83,16.61,19.83,29.32,26.72,25.64,27.33,28.64,29.7,31.54,32.9
5543,1130000600,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,37.54145556,126.948819,마포대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,마포대로,20724,37.54145556,126.948819,20210726,월,마포대로,1130000600,마포역,마포우체국,하행,573,6,주간선도로,외곽,마포구,36.91,42.57,43.6,37.83,41.87,37.16,32.76,27.61,16.03,13.33,10.09,19.92,24.71,15.8,17.12,23.23,29.04,28.65,24.61,26.63,28.02,29.87,31.46,35.05
5553,1130013200,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,37.550266,126.923179,와우산로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서강동,와우산로,25350,37.550266,126.923179,20210705,월,와우산로,1130013200,상수역,극동방송국,상행,329,1,기타도로,외곽,마포구,21.73,19.46,25.92,20.76,26.99,20.09,15.3,17.89,20.91,19.01,17.96,18.36,17.78,15.7,14.14,13.99,15.15,14.94,14.71,14.63,16.35,18.06,17.99,18.93
5560,1130013200,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,37.550266,126.923179,와우산로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서강동,와우산로,25350,37.550266,126.923179,20210712,월,와우산로,1130013200,상수역,극동방송국,상행,329,1,기타도로,외곽,마포구,23.53,17.93,18.44,27.12,25.7,27.41,20.23,20.43,19.19,19.63,18.64,18.07,16.97,16.32,15.75,15.95,16.16,15.5,15.92,17.42,19.02,16.31,20.85,21.67
5567,1130013200,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,37.550266,126.923179,와우산로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서강동,와우산로,25350,37.550266,126.923179,20210719,월,와우산로,1130013200,상수역,극동방송국,상행,329,1,기타도로,외곽,마포구,18.48,20.24,15.58,20.08,24.47,23.59,17.98,15.58,16.15,16.67,16.66,15.43,16.33,14.56,14.17,15.6,15.31,13.85,11.63,10.8,15.65,18.58,17.45,17.83
5574,1130013200,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,37.550266,126.923179,와우산로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서강동,와우산로,25350,37.550266,126.923179,20210726,월,와우산로,1130013200,상수역,극동방송국,상행,329,1,기타도로,외곽,마포구,20.79,19.67,21.29,26.36,28.87,21.6,23.55,20.12,15.76,15.98,14.96,18.11,17.07,16.35,15.26,14.41,12.96,14.48,13.91,14.0,15.34,15.84,17.97,21.95
5584,1130017600,망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,37.555829,126.910637,월드컵로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,월드컵로,62256,37.555829,126.910637,20210705,월,월드컵로,1130017600,성산초교앞,망원우체국,하행,520,3,보조간선도로,외곽,마포구,23.8,24.7,28.42,20.22,23.06,19.63,24.94,22.16,21.23,19.54,21.82,21.82,19.8,17.81,18.69,17.71,19.57,19.05,19.73,20.3,20.44,21.06,21.91,22.24
5591,1130017600,망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,37.555829,126.910637,월드컵로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,월드컵로,62256,37.555829,126.910637,20210712,월,월드컵로,1130017600,성산초교앞,망원우체국,하행,520,3,보조간선도로,외곽,마포구,19.85,21.82,22.46,28.95,23.54,24.61,20.33,26.88,20.5,21.81,19.67,20.31,20.99,20.14,21.64,20.52,20.92,18.17,19.07,20.43,21.8,21.74,23.06,23.21
5598,1130017600,망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,37.555829,126.910637,월드컵로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,월드컵로,62256,37.555829,126.910637,20210719,월,월드컵로,1130017600,성산초교앞,망원우체국,하행,520,3,보조간선도로,외곽,마포구,20.82,20.68,25.06,25.95,22.93,26.79,20.86,19.56,18.8,17.61,21.14,19.42,18.25,17.96,16.74,16.67,15.49,16.04,19.14,19.96,21.57,22.26,22.18,23.31
5605,1130017600,망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,37.555829,126.910637,월드컵로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,월드컵로,62256,37.555829,126.910637,20210726,월,월드컵로,1130017600,성산초교앞,망원우체국,하행,520,3,보조간선도로,외곽,마포구,23.02,25.21,28.35,26.23,22.24,24.0,23.99,22.89,21.61,20.48,20.91,20.37,19.62,19.47,22.42,20.47,19.13,17.6,19.65,19.39,19.76,20.42,21.16,21.2
5615,1130008500,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,37.542421,126.953341,백범로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,백범로,20724,37.542421,126.953341,20210705,월,백범로,1130008500,공덕오거리,공덕동자치회관별관,상행,409,3,보조간선도로,외곽,마포구,32.55,32.5,42.49,47.72,42.45,39.04,32.02,28.82,30.38,29.31,28.78,29.01,28.75,29.06,29.72,29.4,26.04,29.36,27.59,28.95,28.8,27.49,28.7,31.1
5622,1130008500,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,37.542421,126.953341,백범로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,백범로,20724,37.542421,126.953341,20210712,월,백범로,1130008500,공덕오거리,공덕동자치회관별관,상행,409,3,보조간선도로,외곽,마포구,33.91,36.08,39.54,32.1,37.11,38.37,35.11,33.84,29.54,29.76,29.15,29.05,27.9,28.08,27.67,26.84,29.03,27.59,28.25,27.93,27.75,26.49,29.58,30.67
5629,1130008500,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,37.542421,126.953341,백범로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,백범로,20724,37.542421,126.953341,20210719,월,백범로,1130008500,공덕오거리,공덕동자치회관별관,상행,409,3,보조간선도로,외곽,마포구,31.66,38.67,39.34,40.18,36.82,35.49,32.39,31.34,30.64,29.66,26.82,29.74,29.42,30.63,29.31,27.11,29.61,26.46,28.53,30.46,29.3,28.56,28.67,30.01
5636,1130008500,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,37.542421,126.953341,백범로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,도화동,백범로,20724,37.542421,126.953341,20210726,월,백범로,1130008500,공덕오거리,공덕동자치회관별관,상행,409,3,보조간선도로,외곽,마포구,34.13,38.68,29.97,45.71,39.41,34.73,34.45,30.94,31.2,31.77,30.39,27.17,28.06,27.68,27.38,26.23,27.31,27.25,26.67,27.83,26.56,28.5,31.19,32.88
5646,1130003700,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210705,월,양화로,1130003700,동교동삼거리,홍대입구역,상행,597,3,주간선도로,외곽,마포구,19.11,18.39,21.71,23.67,23.55,21.73,23.85,23.13,19.31,17.88,17.57,16.43,15.01,13.67,14.07,14.32,12.73,11.97,12.37,13.45,14.73,15.58,18.33,16.96
5653,1130003700,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210712,월,양화로,1130003700,동교동삼거리,홍대입구역,상행,597,3,주간선도로,외곽,마포구,19.25,23.38,23.31,22.19,22.97,24.19,24.71,23.83,20.15,18.17,17.13,15.68,13.89,14.36,13.41,13.79,13.27,13.3,12.42,14.11,13.56,15.02,15.05,16.14
5660,1130003700,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210719,월,양화로,1130003700,동교동삼거리,홍대입구역,상행,597,3,주간선도로,외곽,마포구,19.23,20.61,23.37,25.87,24.01,22.52,23.67,22.91,21.74,19.79,17.07,15.53,14.23,14.13,14.39,12.06,11.3,13.99,15.22,17.92,15.43,15.14,15.02,17.3
5667,1130003700,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210726,월,양화로,1130003700,동교동삼거리,홍대입구역,상행,597,3,주간선도로,외곽,마포구,17.71,21.88,21.57,20.39,22.38,19.95,23.13,23.52,21.34,19.26,16.38,15.43,14.67,14.55,14.08,13.19,13.7,10.54,10.68,13.57,14.71,14.39,16.3,17.35
5677,1130003800,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210705,월,양화로,1130003800,홍대입구역,동교동삼거리,하행,590,3,주간선도로,외곽,마포구,18.04,24.93,23.96,25.44,28.19,25.93,22.86,18.81,19.86,17.33,16.87,17.31,19.36,17.59,15.01,16.65,16.73,17.67,16.96,17.47,16.76,16.56,17.65,18.83
5684,1130003800,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210712,월,양화로,1130003800,홍대입구역,동교동삼거리,하행,590,3,주간선도로,외곽,마포구,21.43,21.09,24.41,24.53,23.42,23.44,24.07,23.04,21.11,16.64,17.29,17.17,18.57,18.06,17.35,17.06,18.48,18.54,13.26,13.61,17.25,18.48,18.87,20.04
5691,1130003800,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210719,월,양화로,1130003800,홍대입구역,동교동삼거리,하행,590,3,주간선도로,외곽,마포구,22.36,23.24,23.17,16.72,22.8,23.76,23.15,20.94,19.89,18.75,18.41,18.54,18.39,18.23,14.74,12.78,13.27,12.74,10.3,12.52,16.54,17.14,18.01,20.48
5698,1130003800,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,37.5567435,126.9241665,양화로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,마포구,서교동,양화로,62256,37.5567435,126.9241665,20210726,월,양화로,1130003800,홍대입구역,동교동삼거리,하행,590,3,주간선도로,외곽,마포구,20.58,20.48,28.39,28.14,29.39,26.09,24.41,22.26,18.72,17.57,16.03,16.33,15.98,15.99,15.86,15.34,16.65,17.57,15.92,14.87,16.88,16.88,17.85,18.46
5708,1120008100,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,37.5749841,126.9164441,가재울미래로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,가재울미래로,20391,37.5749841,126.9164441,20210705,월,거북골로,1120008100,북가좌초교사거리,남가좌동새마을금고,상행,833,2,기타도로,외곽,서대문구,19.75,23.21,25.75,22.72,25.07,19.0,18.67,14.65,18.17,17.92,15.16,18.33,17.75,17.13,14.75,16.38,15.44,15.54,15.89,18.66,15.82,14.42,16.05,18.4
5715,1120008100,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,37.5749841,126.9164441,가재울미래로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,가재울미래로,20391,37.5749841,126.9164441,20210712,월,거북골로,1120008100,북가좌초교사거리,남가좌동새마을금고,상행,833,2,기타도로,외곽,서대문구,22.15,18.38,18.48,23.29,27.67,19.42,15.0,16.68,18.24,15.84,16.74,16.65,15.1,15.86,17.63,17.12,13.85,15.67,14.5,19.39,16.74,18.63,22.08,17.5
5722,1120008100,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,37.5749841,126.9164441,가재울미래로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,가재울미래로,20391,37.5749841,126.9164441,20210719,월,거북골로,1120008100,북가좌초교사거리,남가좌동새마을금고,상행,833,2,기타도로,외곽,서대문구,22.0,21.48,31.89,30.0,28.33,25.66,16.01,14.93,13.25,16.78,18.59,15.81,17.72,14.87,15.21,14.57,15.24,19.79,18.04,13.8,14.48,16.49,14.58,16.08
5729,1120008100,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,37.5749841,126.9164441,가재울미래로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,가재울미래로,20391,37.5749841,126.9164441,20210726,월,거북골로,1120008100,북가좌초교사거리,남가좌동새마을금고,상행,833,2,기타도로,외곽,서대문구,20.71,24.63,28.46,27.4,33.5,21.38,17.63,16.58,17.51,17.13,19.79,16.83,19.61,15.63,15.64,17.13,18.45,15.02,14.97,15.15,13.94,15.71,21.39,21.25
5739,1120009100,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232",37.577386,126.920815,거북골로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,거북골로,20391,37.577386,126.920815,20210705,월,거북골로,1120009100,남가좌동사거리,남가좌동새마을금고,하행,436,1,기타도로,외곽,서대문구,15.13,13.67,12.37,13.19,23.67,16.88,14.4,14.37,13.36,13.6,11.81,12.47,16.55,13.96,12.41,15.84,15.66,14.73,15.39,15.38,13.2,13.48,14.75,16.31
5746,1120009100,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232",37.577386,126.920815,거북골로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,거북골로,20391,37.577386,126.920815,20210712,월,거북골로,1120009100,남가좌동사거리,남가좌동새마을금고,하행,436,1,기타도로,외곽,서대문구,12.94,20.46,10.05,11.22,16.95,14.4,12.26,14.6,11.16,13.3,16.51,14.28,14.78,17.43,12.73,16.37,19.42,14.29,16.35,14.72,18.13,13.89,13.96,14.71
5753,1120009100,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232",37.577386,126.920815,거북골로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,거북골로,20391,37.577386,126.920815,20210719,월,거북골로,1120009100,남가좌동사거리,남가좌동새마을금고,하행,436,1,기타도로,외곽,서대문구,12.22,21.83,13.04,10.85,28.98,12.2,9.41,18.12,14.24,13.05,13.75,14.27,15.38,18.46,16.95,13.13,12.62,12.9,11.71,16.55,11.36,12.81,13.58,17.99
5760,1120009100,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232",37.577386,126.920815,거북골로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,서대문구,남가좌2동,거북골로,20391,37.577386,126.920815,20210726,월,거북골로,1120009100,남가좌동사거리,남가좌동새마을금고,하행,436,1,기타도로,외곽,서대문구,15.15,21.75,10.33,17.25,15.94,21.68,19.36,18.67,14.23,15.46,14.08,14.01,14.73,16.98,16.55,16.06,17.03,17.35,13.83,16.49,15.61,19.69,14.89,16.45
