store_name,store_address,lat,lot,도로,길,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_BSI_INT,Z_KAIS_TL_SPRD_MANAGE_11000_ENG_RN,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_DE,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_MVM_RES_CD,Z_KAIS_TL_SPRD_MANAGE_11000_NTFC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_OPERT_DE,Z_KAIS_TL_SPRD_MANAGE_11000_RBP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_DPN_SE,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_MAN_NO,Z_KAIS_TL_SPRD_MANAGE_11000_REP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RN_CD,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_BT,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_LT,Z_KAIS_TL_SPRD_MANAGE_11000_ROA_CLS_SE,Z_KAIS_TL_SPRD_MANAGE_11000_SIG_CD,Z_KAIS_TL_SPRD_MANAGE_11000_WDR_RD_CD
압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)1522-3232","37.52674095","127.0281105",압구정로,,"20100419",행정구역 명칭 적용,"20",Apgujeong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225535",압구정동 408,"0","16",청담동 119-2,"3122007",30.00000000,3041.00000000,"3","11680","3"
압구정로,서울특별시 강남구 압구정로42길 32 (신사동)1522-3232,"37.52680046","127.0347174",압구정로42길,,"20101018",압구정로 시점에서 42번째 분기된 도로,"16",Apgujeong-ro 42-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535",신사동 639,"0","362",신사동 632,"4166523",6.00000000,660.00000000,"4","11680","3"
구역삼사거리,서울특별시 강남구 논현로 401 (역삼동)1522-3232,"37.49592355","127.0388645",논현로,,"20100520",행정구역명칭 인용,"20",Nonhyeon-ro,"20141117",기재내용정정,"71","20100520","20181107140150",서울특별시 서초구 양재동 402-6(양재대로),"0","26",서울특별시 성동구 옥수동 487(동호대교 북단),"3121022",30.00000000,8300.00000000,"3","11680","2"
큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)1522-3232","37.50236693","127.0407",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)1522-3232","37.5165849","127.0412433",선릉로,,"20080901",조선 제9대 왕인 성종과 성종의 계비 정현왕후의 능인 선릉에서 유래,"20",Seolleung-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534",개포동 567-22,"0","9",압구정동 510,"3122006",25.00000000,6352.00000000,"3","11680","3"
대치역,서울특별시 강남구 남부순환로 2936 (대치동) 107호1522-3232,"37.493554","127.061874",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
포이,서울특별시 강남구 논현로 88 (개포동)1522-3232,"37.47781106","127.0451411",논현로,,"20100520",행정구역명칭 인용,"20",Nonhyeon-ro,"20141117",기재내용정정,"71","20100520","20181107140150",서울특별시 서초구 양재동 402-6(양재대로),"0","26",서울특별시 성동구 옥수동 487(동호대교 북단),"3121022",30.00000000,8300.00000000,"3","11680","2"
아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동)1522-3232,"37.49971982","127.0349084",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
학여울역,서울특별시 강남구 영동대로 215 (대치동)1522-3232,"37.49803646","127.0684943",영동대로,,"20100419",영등포의 동쪽 지역을 의미하는 영동이라는 지명에서 유래,"20",Yeongdong-daero,"20141030",기재내용정정,"71","20100422","20181107140506",서울특별시 강남구 개포동 192-1,"0","6",서울특별시 성동구 성수동2가 158-1(영동대교 북단),"2122002",70.00000000,5683.00000000,"2","11680","2"
선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩1522-3232,"37.5107549","127.0445597",봉은사로,,"20100419",강남개발 이전부터 존재하던 주요문화재 봉은사의 명칭을 인용,"20",Bongeunsa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225533",논현동 200-7,"0","14",삼성동 171-4,"3122004",35.00000000,4200.00000000,"3","11680","3"
삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동)1522-3232,"37.51354184","127.0527183",삼성로,,"20100419",삼성동 행정구역명을 인용하여  제정,"20",Samseong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225534",개포동 191,"1","1420",청담동 48,"3122005",4.00000000,64.00000000,"3","11680","3"
GS타워,서울특별시 강남구 논현로 508 (역삼동)1522-3232,"37.5018592","127.0372776",논현로,,"20100520",행정구역명칭 인용,"20",Nonhyeon-ro,"20141117",기재내용정정,"71","20100520","20181107140150",서울특별시 서초구 양재동 402-6(양재대로),"0","26",서울특별시 성동구 옥수동 487(동호대교 북단),"3121022",30.00000000,8300.00000000,"3","11680","2"
압구정미소,서울특별시 강남구 논현로 841 (신사동)1522-3232,"37.52405601","127.027915",논현로,,"20100520",행정구역명칭 인용,"20",Nonhyeon-ro,"20141117",기재내용정정,"71","20100520","20181107140150",서울특별시 서초구 양재동 402-6(양재대로),"0","26",서울특별시 성동구 옥수동 487(동호대교 북단),"3121022",30.00000000,8300.00000000,"3","11680","2"
선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)1522-3232","37.50393894","127.0485135",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동)1522-3232,"37.515351","127.060109",영동대로,,"20100419",영등포의 동쪽 지역을 의미하는 영동이라는 지명에서 유래,"20",Yeongdong-daero,"20141030",기재내용정정,"71","20100422","20181107140506",서울특별시 강남구 개포동 192-1,"0","6",서울특별시 성동구 성수동2가 158-1(영동대교 북단),"2122002",70.00000000,5683.00000000,"2","11680","2"
역삼럭키,서울특별시 강남구 도곡로 183 (역삼동)1522-3232,"37.492209","127.039389",도곡로,,"20100422",행정구역 명칭 사용,"20",Dogok-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181107140310",서울특별시 강남구 도곡동 943(강남대로),"0","11",서울특별시 송파구 잠실동 294 (백제고분로),"3122012",40.00000000,4700.00000000,"3","11680","2"
차병원사거리,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)1522-3232","37.508032","127.035373",봉은사로,,"20100419",강남개발 이전부터 존재하던 주요문화재 봉은사의 명칭을 인용,"20",Bongeunsa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225533",논현동 200-7,"0","14",삼성동 171-4,"3122004",35.00000000,4200.00000000,"3","11680","3"
청담공원,서울특별시 강남구 학동로 506 (삼성동)1522-3232,"37.5186549","127.0514387",학동로,,"20100419",본래 학로였으나 1984년 11월 7일 가로명 제정때 학동로로 부여,"20",Hakdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225537",논현동 50-2,"0","7",청담동 134-18,"3122011",40.00000000,3755.00000000,"3","11680","3"
신압구정,서울특별시 강남구 언주로174길 29 (신사동)1522-3232,"37.528115","127.036441",언주로174길,,"20101018",언주로 시점에서 174번째 분기된 도로,"16",Eonju-ro 174-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536",신사동 638-13,"0","181",신사동 641,"4166602",6.00000000,269.00000000,"4","11680","3"
아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)1522-3232","37.50898041","127.0403869",봉은사로,,"20100419",강남개발 이전부터 존재하던 주요문화재 봉은사의 명칭을 인용,"20",Bongeunsa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225533",논현동 200-7,"0","14",삼성동 171-4,"3122004",35.00000000,4200.00000000,"3","11680","3"
뱅뱅사거리,서울특별시 강남구 강남대로 282 (도곡동)1522-3232,"37.488585","127.032415",강남대로,,"20090701",행정구역 명칭 사용,"10",Gangnam-daero,"20141030",기재내용정정,"71","20090710","20181116105004",서울특별시 서초구 양재동 238-1(염곡사거리),"1","2091",서울특별시 용산구 한남동 782(한강대교북단),"2102001",6.00000000,7820.00000000,"2","11650","2"
강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)1522-3232","37.4964557","127.0296885",테헤란로2길,,"20101018",테헤란로 시점에서 2번째 분기된 도로,"16",Teheran-ro 2-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537",역삼동 825-17,"0","543",역삼동 831-24,"4166731",4.00000000,393.00000000,"4","11680","3"
역삼역,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)1522-3232","37.50080096","127.0351577",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)1522-3232","37.526549","127.040437",선릉로,,"20080901",조선 제9대 왕인 성종과 성종의 계비 정현왕후의 능인 선릉에서 유래,"20",Seolleung-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534",개포동 567-22,"0","9",압구정동 510,"3122006",25.00000000,6352.00000000,"3","11680","3"
르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동)1522-3232,"37.502721","127.044308",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)1522-3232","37.50576","127.057966",삼성로86길,,"20101018",삼성로 시점에서 86번째 분기된 도로,"16",Samseong-ro 86-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534",대치동 942-4,"0","298",대치동 944-24,"4166432",12.00000000,261.00000000,"4","11680","3"
선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)1522-3232","37.505053","127.046577",선릉로93길,,"20101018",선릉로 시점에서 93번째 분기된 도로,"16",Seolleung-ro 93-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535",역삼동 705-24,"0","224",역삼동 702,"4166502",12.00000000,451.00000000,"4","11680","3"
논현힐탑,서울특별시 강남구 논현로 648 (논현동)1522-3232,"37.5115577","127.032262",논현로,,"20100520",행정구역명칭 인용,"20",Nonhyeon-ro,"20141117",기재내용정정,"71","20100520","20181107140150",서울특별시 서초구 양재동 402-6(양재대로),"0","26",서울특별시 성동구 옥수동 487(동호대교 북단),"3121022",30.00000000,8300.00000000,"3","11680","2"
도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)1522-3232","37.5173623","127.0232957",도산대로,,"20080901","일제시대 독립운동가인 안창호 선생의 호 도산을 인용, 도산대로변에는 도산의 묘원인 도산공원이 위치함","20",Dosan-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20080926","20141030225533",강남구 신사동 501-2,"0","17",청담동 130,"2122001",50.00000000,3262.00000000,"2","11680","3"
대치한티,서울특별시 강남구 선릉로 324 (대치동)1522-3232,"37.4984818","127.052066",선릉로,,"20080901",조선 제9대 왕인 성종과 성종의 계비 정현왕후의 능인 선릉에서 유래,"20",Seolleung-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534",개포동 567-22,"0","9",압구정동 510,"3122006",25.00000000,6352.00000000,"3","11680","3"
코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동)1522-3232,"37.513019","127.059838",영동대로,,"20100419",영등포의 동쪽 지역을 의미하는 영동이라는 지명에서 유래,"20",Yeongdong-daero,"20141030",기재내용정정,"71","20100422","20181107140506",서울특별시 강남구 개포동 192-1,"0","6",서울특별시 성동구 성수동2가 158-1(영동대교 북단),"2122002",70.00000000,5683.00000000,"2","11680","2"
센터필드R,서울특별시 강남구 테헤란로 231 (역삼동)1522-3232,"37.50369465","127.0417208",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
도산사거리,서울특별시 강남구 언주로 727 (논현동)1522-3232,"37.51966","127.0341",언주로,,"20090701",옛 지명 인용,"20",Eonju-ro,"20141030",기재내용정정,"71","20090710","20181116105137",서울특별시 서초구 내곡동 산12-431(인능산1자연공원),"1","1455",서울특별시 강남구 압구정동 480,"3005086",4.00000000,12080.00000000,"3","11650","2"
강남세곡,서울특별시 강남구 헌릉로569길 18 (세곡동)1522-3232,"37.46727432","127.0999297",헌릉로569길,,"20101018",헌릉로 569번 기초구간에서 분기된 도로,"20",Heolleung-ro 569-gil,"20180321",직권수정(속성변경),"99","20120615","20190426160813",세곡동 623-0,"1","7178",세곡동 623-0,"4166875",11.00000000,442.85000000,"4","11680","3"
대치삼성프라자,서울특별시 강남구 영동대로 237 (대치동)1522-3232,"37.500313","127.066961",영동대로,,"20100419",영등포의 동쪽 지역을 의미하는 영동이라는 지명에서 유래,"20",Yeongdong-daero,"20141030",기재내용정정,"71","20100422","20181107140506",서울특별시 강남구 개포동 192-1,"0","6",서울특별시 성동구 성수동2가 158-1(영동대교 북단),"2122002",70.00000000,5683.00000000,"2","11680","2"
테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동)1522-3232,"37.50383","127.04487",테헤란로,,"20100419",테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정,"20",Teheran-ro,"20141030",직권수정(속성변경),"99","20100422","20160607095026",역삼동 821,"0","13",삼성동 171-3,"3122010",50.00000000,3898.00000000,"2","11680","3"
역삼이마트,서울특별시 강남구 역삼로 310 (역삼동)1522-3232,"37.499367","127.048425",역삼로,,"20100419",행정구역 명칭 적용,"20",Yeoksam-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225536",역삼동 831-16,"1","1191",대치동 1004-3,"3122008",20.00000000,3607.00000000,"3","11680","3"
미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,"37.618319","127.021072",삼양로,,"20100422",옛 행정동 이었던 삼양동 인용,"20",Samyang-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181109122824",서울특별시 성북구 길음동 1164-6 (미아로),"1","1345",서울특별시 강북구 우이동 207-14,"3005041",17.00000000,6700.00000000,"3","11290","2"
강북구청사거리,서울특별시 강북구 도봉로 365 (수유동)1522-3232,"37.6400354","127.0273766",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
미아사거리역,서울특별시 강북구 도봉로 32 (미아동)1522-3232,"37.611809","127.0306971",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
수유역,서울특별시 강북구 도봉로 342 (번동)1522-3232,"37.6380167","127.026135",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
미아역,서울특별시 강북구 도봉로 196 (미아동)1522-3232,"37.626148","127.026578",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
발산역사거리,서울특별시 강서구 공항대로 248 (마곡동)1522-3232,"37.558509","126.835096",공항대로,,"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1452",서울특별시 영등포구 양화동(양화교 끝단),"2005007",4.00000000,7600.00000000,"2","11500","2"
마곡역,서울특별시 강서구 공항대로 168 (마곡동)1522-3232,"37.559611","126.826298",공항대로,,"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1452",서울특별시 영등포구 양화동(양화교 끝단),"2005007",4.00000000,7600.00000000,"2","11500","2"
우장산역,서울특별시 강서구 강서로 267 (내발산동)1522-3232,"37.549501","126.835984",강서로,,"20100419",행정구역 명칭 인용,"20",Gangseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224138",화곡동 888-9대,"1","1433",가양동 439-1제,"3115001",6.00000000,84.00000000,"3","11500","3"
마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동)1522-3232,"37.5605261","126.833887",마곡동로,,"20140214",마곡중앙로의 동쪽에 위치하는 도로,"20",Magokdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20140214","20141030224142",수명산파크1단지,"0","5380",양천로310,"3155046",35.00000000,1815.00000000,"3","11500","3"
방화DT,서울특별시 강서구 방화대로 375 (방화동)1522-3232,"37.574339","126.816415",방화대로,,"20100628",방화동과 마곡동의 경계에 위치하여 부여,"20",Banghwa-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224140",외발산동 산71-7 임,"1","2501",방화동 46-1 제,"2115001",3.00000000,137.00000000,"2","11500","3"
마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동)1522-3232,"37.56813","126.82614",마곡중앙로,,"20140213",마곡지구 중앙을 남에서 북으로 통과하는 도로,"20",Magokjungang-ro,"20141030",직권수정(속성변경),"99","20140403","20141125160853",수명로 85,"1","5405",양천로 222,"3155045",12.00000000,2130.00000000,"3","11500","3"
마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호1522-3232","37.560487","126.829667",마곡중앙6로,,"20140214",마곡중앙로의 시작지점에서 여섯번쩨 오른쪽으로 분기되는 도로,"20",Magokjungang 6-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20140214","20141030224142",마곡중앙로80,"1","5430",마곡중앙6로95,"3155054",9.00000000,122.66500000,"3","11500","3"
가양역,서울특별시 강서구 양천로 476 (등촌동)1522-3232,"37.56164","126.853327",양천로,,"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1539",염창동 260대,"3115008",4.00000000,122.00000000,"3","11500","3"
화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,"37.535149","126.863232",등촌로,,"20100422",행정구역 명칭 인용,"20",Deungchon-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181102164742",서울특별시 양천구 목동 807-13(국회대로),"1","250",서울특별시 강서구 등촌동 648-10(등촌삼거리),"3005064",4.00000000,2400.00000000,"3","11500","2"
양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,"37.566964","126.840731",강서로,,"20100419",행정구역 명칭 인용,"20",Gangseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224138",화곡동 888-9대,"1","1433",가양동 439-1제,"3115001",6.00000000,84.00000000,"3","11500","3"
화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,"37.5405115","126.8372413",화곡로,,"20100315",화곡동 명칭 사용,"20",Hwagok-ro,"20141117",기재내용정정,"71","20100315","20181105144653",서울특별시 양천구 신월동 39-1 (양원초등학교 앞),"1","1080",서울특별시 마포구 합정동 496-155(가양대교 북단),"3005069",3.00000000,6024.00000000,"3","11470","2"
등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,"37.5582043","126.8443392",공항대로,,"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1452",서울특별시 영등포구 양화동(양화교 끝단),"2005007",4.00000000,7600.00000000,"2","11500","2"
염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,"37.547359","126.874436",공항대로,,"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1452",서울특별시 영등포구 양화동(양화교 끝단),"2005007",4.00000000,7600.00000000,"2","11500","2"
발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트1522-3232,"37.56033","126.839279",강서로,,"20100419",행정구역 명칭 인용,"20",Gangseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224138",화곡동 888-9대,"1","1433",가양동 439-1제,"3115001",6.00000000,84.00000000,"3","11500","3"
가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",양천로,,"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1539",염창동 260대,"3115008",4.00000000,122.00000000,"3","11500","3"
까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,"37.532303","126.846077",강서로13길,,"20100628",강서로의 시작지점에서부터 13번째 왼쪽으로 분기되는 도로,"11",Gangseo-ro 13-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224138",화곡동 343-1대,"0","334",화곡동 344-12대,"4145018",6.00000000,279.00000000,"4","11500","3"
